ID,topic,premise,conclusion,validity_101,validity_102,validity_103,validity_111,validity_112,novelty_101,novelty_102,novelty_103,novelty_111,novelty_112
test_488#T5smooth+topic_best_beam_prediction,US debt ceiling deal,This bitter debate and the modest result will leave job-creators and consumers feeling uncertain. The Institute for Supply Management's July manufacturing report shows how bad feelings can hold back the economy.,Debt ceiling will harm the economy, 1, 1, -1,,, -1, -1, -1,,
test_488#T5_best_beam_prediction,US debt ceiling deal,This bitter debate and the modest result will leave job-creators and consumers feeling uncertain. The Institute for Supply Management's July manufacturing report shows how bad feelings can hold back the economy.,Debate on whether to cut taxes is futile, -1, -1, -1,,, -1, 1, -1,,
test_488#T5_ground_truth,US debt ceiling deal,This bitter debate and the modest result will leave job-creators and consumers feeling uncertain. The Institute for Supply Management's July manufacturing report shows how bad feelings can hold back the economy.,Bitter debt deals debate undermines confidence in economy, 1, -1, 1,,, -1, 1, 1,,
test_488#_random_conclusion,US debt ceiling deal,This bitter debate and the modest result will leave job-creators and consumers feeling uncertain. The Institute for Supply Management's July manufacturing report shows how bad feelings can hold back the economy.,Pakistan is not doing enough to combat terrorism, -1, -1, -1,,, -1, -1, -1,,
test_491#T5+topic+specific+generic+inf_best_beam_prediction,US debt ceiling deal,"Republicans will surely be emboldened by the way Mr. Obama keeps folding in the face of their threats. He surrendered last December, extending all the Bush tax cuts; he surrendered in the spring when they threatened to shut down the government; and he has now surrendered on a grand scale to raw extortion over the debt ceiling. Maybe it’s just me, but I see a pattern here.","Obama surrendered on many issues, including debt ceiling", 1, 1, 1,,, 1, -1, -1,,
test_491#T5smooth+topic_best_beam_prediction,US debt ceiling deal,"Republicans will surely be emboldened by the way Mr. Obama keeps folding in the face of their threats. He surrendered last December, extending all the Bush tax cuts; he surrendered in the spring when they threatened to shut down the government; and he has now surrendered on a grand scale to raw extortion over the debt ceiling. Maybe it’s just me, but I see a pattern here.","Obama surrendered to Republicans in December, 2009 on grand scale", 1, 1, 1,,, -1, -1, 1,,
test_491#T5_best_beam_prediction,US debt ceiling deal,"Republicans will surely be emboldened by the way Mr. Obama keeps folding in the face of their threats. He surrendered last December, extending all the Bush tax cuts; he surrendered in the spring when they threatened to shut down the government; and he has now surrendered on a grand scale to raw extortion over the debt ceiling. Maybe it’s just me, but I see a pattern here.",Obama surrendered to Republicans on three occasions, 1, 1, 1,,, -1, 1, 1,,
test_491#T5_ground_truth,US debt ceiling deal,"Republicans will surely be emboldened by the way Mr. Obama keeps folding in the face of their threats. He surrendered last December, extending all the Bush tax cuts; he surrendered in the spring when they threatened to shut down the government; and he has now surrendered on a grand scale to raw extortion over the debt ceiling. Maybe it’s just me, but I see a pattern here.",Surrender on debt deal emboldens GOP to continue extorting., -1, 1, 1,,, -1, 1, 1,,
test_491#_random_conclusion,US debt ceiling deal,"Republicans will surely be emboldened by the way Mr. Obama keeps folding in the face of their threats. He surrendered last December, extending all the Bush tax cuts; he surrendered in the spring when they threatened to shut down the government; and he has now surrendered on a grand scale to raw extortion over the debt ceiling. Maybe it’s just me, but I see a pattern here.",Surveillance video does not intrude on privacy., -1, -1, -1,,, -1, -1, -1,,
test_492#T5+topic+specific+generic+inf_best_beam_prediction,US debt ceiling deal,"Liberals: As the basic framework of the deal emerged, liberals began voicing their discontent about a bargain that left their side wanting more. With no revenue in the initial phase of the legislation and Medicare cuts on the table in the second phase, there’s not much for the ideological left to celebrate.",Debt ceiling deal leaves liberals wanting more, 1, 1, 1,,, -1, -1, -1,,
test_492#T5smooth+topic_best_beam_prediction,US debt ceiling deal,"Liberals: As the basic framework of the deal emerged, liberals began voicing their discontent about a bargain that left their side wanting more. With no revenue in the initial phase of the legislation and Medicare cuts on the table in the second phase, there’s not much for the ideological left to celebrate.",US debt ceiling deal disappoints conservatives, -1, -1, -1,,, -1, 1, -1,,
test_492#T5_best_beam_prediction,US debt ceiling deal,"Liberals: As the basic framework of the deal emerged, liberals began voicing their discontent about a bargain that left their side wanting more. With no revenue in the initial phase of the legislation and Medicare cuts on the table in the second phase, there’s not much for the ideological left to celebrate.",The renegotiated Affordable Care Act was a failure, 1, -1, 0,,, -1, -1, -1,,
test_492#T5_ground_truth,US debt ceiling deal,"Liberals: As the basic framework of the deal emerged, liberals began voicing their discontent about a bargain that left their side wanting more. With no revenue in the initial phase of the legislation and Medicare cuts on the table in the second phase, there’s not much for the ideological left to celebrate.","Liberals lost in deal w/ no tax increases, sharp cuts.", -1, 1, 0,,, -1, 1, -1,,
test_492#_random_conclusion,US debt ceiling deal,"Liberals: As the basic framework of the deal emerged, liberals began voicing their discontent about a bargain that left their side wanting more. With no revenue in the initial phase of the legislation and Medicare cuts on the table in the second phase, there’s not much for the ideological left to celebrate.",Torture dehumanizes the human person., -1, -1, -1,,, -1, -1, -1,,
test_496#T5+topic+specific+generic+inf_best_beam_prediction,US electoral college,"Parties know that certain states will always vote one way eg Alaska always votes Republican, Massachusetts usually votes Democrat. Both parties generally spend less resources on campaigning in these ‘safe’ states, and pay more attention to the needs of electors in ‘swing’ states, such as Michigan and Florida, which determine the outcome of elections. This can mean that elections become less competitive as resources are concentrated on a smaller geographical area and smaller section of society.",Electoral college makes campaigns less competitive, 1, 1, -1,,, -1, -1, -1,,
test_496#T5smooth+topic_best_beam_prediction,US electoral college,"Parties know that certain states will always vote one way eg Alaska always votes Republican, Massachusetts usually votes Democrat. Both parties generally spend less resources on campaigning in these ‘safe’ states, and pay more attention to the needs of electors in ‘swing’ states, such as Michigan and Florida, which determine the outcome of elections. This can mean that elections become less competitive as resources are concentrated on a smaller geographical area and smaller section of society.","US electoral college helps avoid ""safe"" states", 1, 1, -1,,, -1, -1, -1,,
